Team1,Team2,Score1,Score2,Date/Time
Tanzania,Burundi,2,1,2017-03-28 15:00:00
Italy,Spain,1,2,2017-03-27 21:00:00
Senegal,Cote d'Ivoire,1,1,2017-03-27 20:00:00
Australia,Finland,0,2,2017-03-27 19:00:00
Denmark,England,0,4,2017-03-27 19:00:00
Netherlands,Czech Republic,5,0,2017-03-27 19:00:00
Mauritania,Congo,2,1,2017-03-27 18:30:00
Turkey,Moldova,3,1,2017-03-27 18:15:00
Sweden,Czech Republic,4,0,2017-03-27 18:00:00
Switzerland,Germany,2,1,2017-03-27 18:00:00
Central African Republic,Gambia,1,2,2017-03-27 17:00:00
Poland,Czech Republic,1,2,2017-03-27 17:00:00
Netherlands,Austria,0,1,2017-03-27 16:00:00
Albania,Moldova,2,0,2017-03-27 15:00:00
Georgia,Russia,1,0,2017-03-27 14:00:00
Romania,Denmark,0,2,2017-03-27 13:00:00
Zimbabwe,Zambia,0,0,2017-03-26 15:00:00
Kenya,Congo,2,1,2017-03-26 14:00:00
Latvia,Belarus,4,3,2017-03-26 13:00:00
Mozambique,Angola,2,0,2017-03-25 20:00:00
Lithuania,Belarus,1,2,2017-03-25 17:00:00
Albania,Moldova,0,0,2017-03-25 15:00:00
Botswana,Tanzania,0,2,2017-03-25 14:00:00
South Africa,Guinea-Bissau,3,1,2017-03-25 14:00:00
Georgia,Iceland,4,4,2017-03-25 11:00:00
Morocco,Burkina Faso,2,0,2017-03-24 21:00:00
Sweden,Serbia,0,2,2017-03-24 20:45:00
Germany,England,1,0,2017-03-24 20:00:00
Guinea,Gabon,2,2,2017-03-24 20:00:00
Portugal,Norway,3,1,2017-03-24 19:15:00
Austria,Australia,1,1,2017-03-24 19:00:00
Tunisia,Cameroon,0,1,2017-03-24 19:00:00
Czech Republic,Denmark,1,2,2017-03-24 18:15:00
Mauritania,Benin,1,0,2017-03-24 18:00:00
Czech Republic,Slovakia,4,1,2017-03-24 17:00:00
Russia,Cote d'Ivoire,0,2,2017-03-24 17:00:00
Netherlands,Finland,2,0,2017-03-24 16:00:00
Russia,Romania,5,1,2017-03-24 16:00:00
Libya,Togo,0,0,2017-03-24 15:00:00
Turkey,Ukraine,1,1,2017-03-24 15:00:00
Nigeria,Senegal,1,1,2017-03-23 21:00:00
Poland,Italy,1,2,2017-03-23 20:45:00
France,Senegal,3,0,2017-03-23 20:00:00
Spain,Denmark,3,1,2017-03-23 19:30:00
Luxembourg,Malta,5,0,2017-03-23 18:30:00
Germany,Switzerland,1,0,2017-03-23 18:00:00
Afghanistan,Singapore,2,1,2017-03-23 17:00:00
Bahrain,Tajikistan,1,1,2017-03-23 17:00:00
Jordan,Hong Kong,4,0,2017-03-23 17:00:00
England,Portugal,2,2,2017-03-23 16:00:00
Croatia,Slovenia,3,0,2017-03-23 15:30:00
Cyprus,Israel,1,0,2017-03-23 14:00:00
Kenya,Uganda,1,1,2017-03-23 13:00:00
Poland,Italy,3,1,2017-03-23 12:00:00
Curacao,El Salvador,1,1,2017-03-23 01:00:00
Germany,England,1,0,2017-03-22 20:45:00
Scotland,Canada,1,1,2017-03-22 20:45:00
Czech Republic,Lithuania,3,0,2017-03-22 18:00:00
Cyprus,Kazakhstan,3,1,2017-03-22 17:00:00
Georgia,Iceland,3,1,2017-03-22 16:00:00
Switzerland,Czech Republic,2,2,2017-03-22 16:00:00
Yemen,Palestine,0,1,2017-03-22 16:00:00
Greece,Hungary,2,1,2017-03-22 15:30:00
Cambodia,India,2,3,2017-03-22 12:30:00
Philippines,Malaysia,0,0,2017-03-22 12:30:00
Slovenia,Serbia,1,0,2017-03-21 15:00:00
Indonesia,Myanmar,1,3,2017-03-21 10:00:00
San Marino,Moldova,0,2,2017-03-19 18:00:00
Iran,Iraq,0,1,2017-03-18 08:30:00
Honduras,Nicaragua,2,0,2017-03-16 23:00:00
Burundi,Djibouti,1,0,2017-03-13 14:00:00
Burundi,Djibouti,7,0,2017-03-11 14:00:00
Trinidad and Tobago,Barbados,2,0,2017-03-11 00:00:00
Qatar,Azerbaijan,1,2,2017-03-09 17:00:00
Israel,Israel,2,0,2017-03-08 17:00:00
Bulgaria,Cyprus,1,0,2017-03-08 13:00:00
Serbia,Bosnia and Herzegovina,0,5,2017-03-07 14:00:00
Israel,Ukraine,1,0,2017-03-02 12:00:00
Ecuador,Honduras,3,1,2017-02-23 01:00:00
San Marino,Andorra,0,2,2017-02-22 18:30:00
Honduras,Jamaica,0,1,2017-02-17 02:30:00
Israel,Cyprus,2,0,2017-02-16 10:00:00
Norway,Portugal,0,1,2017-02-14 16:00:00
Portugal,Germany,1,1,2017-02-14 16:00:00
Ireland,Slovakia,1,3,2017-02-14 13:00:00
England,Netherlands,1,0,2017-02-14 12:00:00
Israel,Cyprus,3,0,2017-02-14 10:00:00
Poland,Norway,0,0,2017-02-13 16:00:00
Sweden,Czech Republic,3,1,2017-02-13 13:00:00
Slovakia,Norway,2,2,2017-02-12 16:00:00
Portugal,Ireland,0,1,2017-02-12 13:00:00
Slovakia,Portugal,0,3,2017-02-10 16:00:00
Ireland,Norway,1,2,2017-02-10 13:00:00
Mexico,Iceland,1,0,2017-02-09 04:06:00
Bulgaria,Czech Republic,0,1,2017-02-07 13:00:00
Greece,Turkey,3,2,2017-02-07 13:00:00
United States,Jamaica,1,0,2017-02-04 01:00:00
Portugal,Morocco,4,0,2017-01-31 17:00:00
United States,Serbia,0,0,2017-01-29 22:00:00
Brazil,Colombia,1,0,2017-01-26 00:45:00
Portugal,South Korea,1,1,2017-01-25 16:00:00
Jordan,Georgia,1,0,2017-01-25 14:00:00
Uzbekistan,Georgia,2,2,2017-01-23 14:00:00
Bermuda,Canada,2,4,2017-01-22 20:00:00
Panama,Canada,0,1,2017-01-20 00:00:00
Cyprus,Denmark,0,6,2017-01-19 13:30:00
Italy,Spain,0,1,2017-01-18 14:30:00
Qatar,Moldova,1,1,2017-01-17 16:00:00
Saudi Arabia,Cambodia,7,2,2017-01-14 16:00:00
Slovenia,Finland,2,0,2017-01-13 16:00:00
Sweden,Slovakia,6,0,2017-01-12 16:45:00
Congo,Senegal,0,2,2017-01-11 15:30:00
Cote d'Ivoire,Uganda,3,0,2017-01-11 14:00:00
Cameroon,Zimbabwe,1,1,2017-01-10 18:00:00
Algeria,Mauritania,6,0,2017-01-10 17:00:00
Saudi Arabia,Slovenia,0,0,2017-01-10 16:00:00
Morocco,Finland,0,1,2017-01-09 15:00:00
Egypt,Tunisia,1,0,2017-01-08 17:00:00
Uganda,Slovakia,3,1,2017-01-08 16:30:00
Senegal,Libya,2,1,2017-01-08 15:00:00
Sweden,Cote d'Ivoire,1,2,2017-01-08 13:45:00
Algeria,Mauritania,3,1,2017-01-07 17:00:00
Mali,Burkina Faso,1,2,2017-01-07 17:00:00
Cameroon,Congo,2,0,2017-01-05 14:30:00
Morocco,Burkina Faso,1,0,2017-01-04 17:00:00
Tunisia,Uganda,2,0,2017-01-04 14:30:00
Qatar,Iran,1,2,2018-12-31 18:00:00
South Korea,Saudi Arabia,0,0,2018-12-31 17:00:00
Philippines,Vietnam,2,4,2018-12-31 16:00:00
Kyrgyzstan,Palestine,2,1,2018-12-31 13:00:00
Yemen,Syria,0,1,2018-12-30 17:00:00
Oman,Australia,0,5,2018-12-30 13:00:00
Bahrain,North Korea,4,0,2018-12-29 18:00:00
United Arab Emirates,Kuwait,0,2,2018-12-28 15:30:00
Iraq,Palestine,1,0,2018-12-28 15:00:00
Jordan,China,1,1,2018-12-28 13:00:00
Bahrain,Lebanon,1,0,2018-12-27 18:00:00
India,Oman,0,0,2018-12-27 15:00:00
Qatar,Algeria,0,1,2018-12-27 12:00:00
Qatar,Kyrgyzstan,1,0,2018-12-25 18:00:00
Afghanistan,Turkmenistan,0,2,2018-12-25 14:00:00
Jordan,Iran,1,1,2018-12-25 14:00:00
Vietnam,North Korea,1,1,2018-12-25 13:00:00
Palestine,Iran,1,1,2018-12-24 15:00:00
Iraq,China,2,1,2018-12-24 13:00:00
Qatar,Jordan,2,0,2018-12-23 17:00:00
Bahrain,Tajikistan,5,0,2018-12-20 17:00:00
Jordan,Kyrgyzstan,0,1,2018-12-20 16:00:00
Palestine,Pakistan,2,0,2018-12-16 17:00:00
Oman,Tajikistan,1,0,2018-12-16 15:00:00
Croatia,Turkey,0,0,2018-12-15 14:00:00
Bosnia and Herzegovina,Montenegro,2,0,2018-12-15 10:00:00
Israel,Germany,0,2,2018-12-13 17:00:00
Oman,Tajikistan,2,1,2018-12-13 15:30:00
Croatia,Bosnia and Herzegovina,1,2,2018-12-13 15:00:00
Turkey,Montenegro,3,0,2018-12-13 11:00:00
Croatia,Montenegro,1,3,2018-12-11 15:00:00
Belarus,Georgia,2,3,2018-12-11 12:00:00
Turkey,Bosnia and Herzegovina,2,1,2018-12-11 11:00:00
Germany,Serbia,1,1,2018-12-11 10:00:00
Spain,Portugal,3,2,2018-12-06 16:00:00
Portugal,Spain,1,1,2018-12-04 17:00:00
Montenegro,Slovenia,0,1,2018-11-29 13:00:00
El Salvador,Haiti,1,0,2018-11-21 02:00:00
Panama,Ecuador,1,2,2018-11-21 02:00:00
Peru,Costa Rica,2,3,2018-11-21 01:30:00
Chile,Honduras,4,1,2018-11-21 01:15:00
Argentina,Mexico,2,0,2018-11-21 01:00:00
France,Uruguay,1,0,2018-11-20 21:00:00
Italy,United States,1,0,2018-11-20 20:45:00
Brazil,Cameroon,1,0,2018-11-20 20:30:00
Albania,Wales,1,0,2018-11-20 20:00:00
Turkey,Ukraine,0,0,2018-11-20 18:30:00
Denmark,England,1,5,2018-11-20 18:00:00
Jordan,Saudi Arabia,1,1,2018-11-20 18:00:00
South Africa,Paraguay,1,1,2018-11-20 18:00:00
Tunisia,Morocco,0,1,2018-11-20 18:00:00
Iraq,Bolivia,0,0,2018-11-20 17:00:00
Kuwait,Syria,1,2,2018-11-20 17:00:00
Iran,Venezuela,1,1,2018-11-20 16:30:00
Nigeria,Uganda,0,0,2018-11-20 16:30:00
Turkey,Norway,2,3,2018-11-20 16:00:00
United Arab Emirates,Yemen,2,0,2018-11-20 15:25:00
Portugal,Netherlands,1,2,2018-11-20 14:00:00
Cyprus,Georgia,1,1,2018-11-20 13:30:00
China,Palestine,1,1,2018-11-20 13:00:00
Japan,Kyrgyzstan,4,0,2018-11-20 11:20:00
Uzbekistan,South Korea,0,4,2018-11-20 11:00:00
Australia,Lebanon,3,0,2018-11-20 09:30:00
France,Spain,1,1,2018-11-19 21:00:00
Qatar,Iceland,2,2,2018-11-19 19:30:00
Albania,Malta,3,2,2018-11-19 19:00:00
Poland,Ukraine,2,1,2018-11-19 19:00:00
Italy,Germany,1,2,2018-11-19 18:30:00
Switzerland,Denmark,0,2,2018-11-19 18:00:00
Czech Republic,Austria,1,0,2018-11-19 17:00:00
England,Belgium,3,1,2018-11-19 17:00:00
Oman,Bahrain,2,1,2018-11-19 15:30:00
Norway,France,0,1,2018-11-19 15:00:00
Italy,Slovakia,2,4,2018-11-19 14:30:00
Bosnia and Herzegovina,Azerbaijan,2,0,2018-11-19 13:00:00
Netherlands,Ireland,0,1,2018-11-19 13:00:00
Armenia,Germany,0,7,2018-11-19 11:00:00
Thailand,Iceland,1,1,2018-11-19 08:00:00
Spain,Bosnia and Herzegovina,1,0,2018-11-18 20:45:00
Venezuela,Peru,0,3,2018-11-18 20:30:00
Mali,Morocco,1,2,2018-11-18 18:00:00
Portugal,Slovakia,0,0,2018-11-18 17:00:00
Bolivia,Ecuador,0,4,2018-11-18 15:00:00
Scotland,Turkey,0,2,2018-11-17 21:30:00
Belgium,Netherlands,2,2,2018-11-17 18:00:00
India,Jordan,1,2,2018-11-17 18:00:00
England,Ireland,3,1,2018-11-17 14:00:00
Germany,Netherlands,0,1,2018-11-17 14:00:00
China,Iceland,1,1,2018-11-17 12:35:00
Armenia,Portugal,1,5,2018-11-17 11:00:00
Australia,South Korea,1,1,2018-11-17 09:50:00
Vanuatu,New Caledonia,2,2,2018-11-17 05:00:00
Honduras,Panama,1,0,2018-11-17 03:00:00
Chile,Costa Rica,2,3,2018-11-17 01:15:00
Argentina,Mexico,2,0,2018-11-17 01:00:00
Brazil,Uruguay,1,0,2018-11-16 21:00:00
Germany,Netherlands,3,0,2018-11-16 20:00:00
Albania,Malta,2,0,2018-11-16 19:00:00
Saudi Arabia,Yemen,1,0,2018-11-16 17:30:00
Oman,Syria,1,1,2018-11-16 15:30:00
United Arab Emirates,Bolivia,0,0,2018-11-16 15:25:00
Palestine,Pakistan,2,1,2018-11-16 14:00:00
Ukraine,Georgia,3,3,2018-11-16 14:00:00
Croatia,Belarus,2,0,2018-11-16 12:00:00
Japan,Venezuela,1,1,2018-11-16 11:30:00
Peru,Ecuador,0,2,2018-11-16 02:30:00
Chile,Uruguay,1,0,2018-11-15 21:30:00
England,United States,3,0,2018-11-15 21:00:00
Germany,Russia,3,0,2018-11-15 20:45:00
Ireland,Northern Ireland,0,0,2018-11-15 20:45:00
Israel,Guatemala,7,0,2018-11-15 19:15:00
Brazil,Colombia,0,0,2018-11-15 19:00:00
France,Croatia,2,2,2018-11-15 18:45:00
Italy,England,1,2,2018-11-15 18:30:00
Poland,Czech Republic,0,1,2018-11-15 18:00:00
Romania,Belgium,3,3,2018-11-15 18:00:00
Iran,Trinidad and Tobago,1,0,2018-11-15 15:30:00
Serbia,Montenegro,0,1,2018-11-15 13:00:00
China,Thailand,1,0,2018-11-15 12:35:00
Uzbekistan,Lebanon,0,0,2018-11-15 11:00:00
Iceland,Mexico,0,2,2018-11-15 08:00:00
Spain,Denmark,4,1,2018-11-14 20:00:00
Switzerland,Qatar,0,1,2018-11-14 19:00:00
Croatia,Belarus,3,1,2018-11-14 17:00:00
Czech Republic,England,0,0,2018-11-14 14:00:00
Germany,Portugal,0,1,2018-11-14 14:00:00
Ireland,Germany,1,4,2018-11-14 14:00:00
Slovakia,Hungary,2,1,2018-11-14 12:00:00
Chile,Uruguay,1,1,2018-11-13 21:30:00
Ireland,Czech Republic,2,3,2018-11-11 16:00:00
Czech Republic,Germany,1,1,2018-11-08 16:00:00
Malaysia,Maldives,3,0,2018-11-03 13:45:00
Slovakia,Turkey,2,3,2018-10-25 11:00:00
Bulgaria,Azerbaijan,2,1,2018-10-25 10:00:00
Slovakia,Turkey,4,1,2018-10-23 18:00:00
Bulgaria,Azerbaijan,0,0,2018-10-23 14:00:00
Mexico,Chile,0,1,2018-10-17 03:45:00
United States,Peru,1,1,2018-10-17 02:05:00
Colombia,Costa Rica,3,1,2018-10-17 02:00:00
Belgium,Netherlands,1,1,2018-10-16 20:45:00
Denmark,Austria,2,0,2018-10-16 20:45:00
Sweden,Slovakia,1,1,2018-10-16 20:45:00
Brazil,Argentina,1,0,2018-10-16 20:00:00
Bahrain,Myanmar,4,1,2018-10-16 18:15:00
Iran,Bolivia,2,1,2018-10-16 17:59:00
Oman,Ecuador,0,0,2018-10-16 17:30:00
Czech Republic,Portugal,0,0,2018-10-16 17:00:00
United Arab Emirates,Venezuela,0,2,2018-10-16 17:00:00
Uzbekistan,Qatar,2,0,2018-10-16 16:00:00
Malaysia,Kyrgyzstan,0,1,2018-10-16 14:45:00
China,Syria,2,0,2018-10-16 14:00:00
Cambodia,Singapore,1,2,2018-10-16 13:30:00
Indonesia,Hong Kong,1,1,2018-10-16 13:30:00
South Korea,Panama,2,2,2018-10-16 13:00:00
Japan,Uruguay,4,3,2018-10-16 12:35:00
Croatia,Jordan,2,1,2018-10-15 20:45:00
Saudi Arabia,Iraq,1,1,2018-10-15 20:00:00
England,Czech Republic,2,2,2018-10-15 19:00:00
Italy,Tunisia,2,0,2018-10-15 18:30:00
Kuwait,Australia,0,4,2018-10-15 18:30:00
Wales,Poland,2,0,2018-10-15 18:00:00
Serbia,France,2,4,2018-10-15 17:00:00
Germany,Denmark,2,1,2018-10-15 15:00:00
Armenia,France,0,2,2018-10-15 14:00:00
Latvia,Greece,0,3,2018-10-15 12:00:00
Scotland,Portugal,1,3,2018-10-14 18:00:00
Portugal,Montenegro,0,0,2018-10-14 17:00:00
Thailand,Trinidad and Tobago,1,0,2018-10-14 13:00:00
Chile,Brazil,1,1,2018-10-13 23:30:00
Philippines,Oman,1,1,2018-10-13 17:30:00
Uzbekistan,North Korea,2,0,2018-10-13 16:00:00
Sweden,Czech Republic,0,1,2018-10-13 15:00:00
Serbia,Russia,0,3,2018-10-13 14:00:00
China,India,0,0,2018-10-13 13:35:00
Myanmar,Bolivia,0,3,2018-10-13 13:30:00
Armenia,France,0,4,2018-10-13 10:00:00
Peru,Chile,3,0,2018-10-13 02:30:00
France,Turkey,1,0,2018-10-12 20:45:00
Saudi Arabia,Brazil,0,2,2018-10-12 20:00:00
Qatar,Ecuador,4,3,2018-10-12 17:30:00
Czech Republic,Montenegro,6,0,2018-10-12 17:00:00
Sri Lanka,Malaysia,1,4,2018-10-12 15:15:00
Bulgaria,Cyprus,1,0,2018-10-12 14:00:00
Singapore,Mongolia,2,0,2018-10-12 13:30:00
South Korea,Uruguay,2,1,2018-10-12 13:00:00
Japan,Panama,3,0,2018-10-12 12:35:00
Mexico,Costa Rica,3,2,2018-10-12 03:30:00
United States,Colombia,2,4,2018-10-12 01:45:00
France,Iceland,2,2,2018-10-11 21:00:00
Uruguay,Peru,3,1,2018-10-11 21:00:00
Wales,Spain,1,4,2018-10-11 20:45:00
Argentina,Iraq,4,0,2018-10-11 20:00:00
Turkey,Bosnia and Herzegovina,0,0,2018-10-11 19:30:00
Italy,Belgium,0,1,2018-10-11 18:30:00
Bahrain,Syria,0,1,2018-10-11 18:15:00
Kuwait,Lebanon,1,0,2018-10-11 18:00:00
United Arab Emirates,Honduras,1,1,2018-10-11 18:00:00
Portugal,England,1,4,2018-10-11 17:00:00
Croatia,Turkey,1,4,2018-10-11 15:30:00
Czech Republic,Netherlands,1,2,2018-10-11 14:00:00
Hong Kong,Thailand,0,1,2018-10-11 14:00:00
Serbia,Russia,0,0,2018-10-11 14:00:00
Austria,Switzerland,2,1,2018-10-11 12:00:00
Italy,Ukraine,1,1,2018-10-10 20:45:00
Albania,Jordan,0,0,2018-10-10 20:00:00
Indonesia,Myanmar,3,0,2018-10-10 13:30:00
Croatia,Turkey,2,1,2018-10-09 15:30:00
Botswana,Namibia,1,0,2018-09-30 15:00:00
Latvia,Russia,2,2,2018-09-29 11:00:00
Russia,Finland,0,2,2018-09-27 15:00:00
Latvia,Finland,0,2,2018-09-25 15:00:00
Northern Ireland,Finland,2,1,2018-09-20 20:00:00
Finland,Belarus,2,2,2018-09-20 11:00:00
Northern Ireland,Finland,1,3,2018-09-18 20:00:00
Finland,Belarus,2,2,2018-09-18 16:00:00
Ecuador,Guatemala,2,0,2018-09-12 03:05:00
Panama,Venezuela,0,2,2018-09-12 03:00:00
Brazil,El Salvador,5,0,2018-09-12 02:30:00
United States,Mexico,1,0,2018-09-12 02:30:00
Colombia,Argentina,0,0,2018-09-12 02:00:00
England,Switzerland,1,0,2018-09-11 21:00:00
Northern Ireland,Israel,3,0,2018-09-11 20:45:00
Poland,Ireland,1,1,2018-09-11 20:45:00
Italy,Albania,3,1,2018-09-11 18:30:00
Gabon,Zambia,0,1,2018-09-11 18:00:00
Jordan,Oman,0,0,2018-09-11 18:00:00
Laos,United Arab Emirates,0,3,2018-09-11 18:00:00
Qatar,Palestine,3,0,2018-09-11 18:00:00
Switzerland,Czech Republic,0,5,2018-09-11 18:00:00
Malta,Georgia,2,5,2018-09-11 17:00:00
Uzbekistan,Iran,0,1,2018-09-11 17:00:00
Thailand,China,0,1,2018-09-11 14:30:00
Kenya,Malawi,1,0,2018-09-11 14:00:00
Singapore,Fiji,2,0,2018-09-11 13:30:00
Ireland,Wales,2,0,2018-09-11 13:00:00
South Korea,Chile,0,0,2018-09-11 13:00:00
Japan,Costa Rica,3,0,2018-09-11 12:20:00
Indonesia,Mauritius,1,0,2018-09-11 11:30:00
United Arab Emirates,Jordan,1,2,2018-09-11 11:00:00
Saudi Arabia,Bolivia,2,2,2018-09-10 19:15:00
Bahrain,China,0,0,2018-09-10 18:00:00
Russia,Czech Republic,5,1,2018-09-10 18:00:00
Kuwait,Iraq,2,2,2018-09-10 17:30:00
Austria,Denmark,1,0,2018-09-10 17:00:00
Italy,Portugal,3,1,2018-09-10 17:00:00
Serbia,Israel,1,1,2018-09-10 16:30:00
Kyrgyzstan,Syria,2,1,2018-09-10 16:00:00
Hungary,Montenegro,2,2,2018-09-10 15:00:00
Cambodia,Malaysia,1,3,2018-09-10 13:30:00
Germany,Slovakia,2,1,2018-09-10 11:00:00
Latvia,Ukraine,0,2,2018-09-10 10:00:00
Germany,Peru,2,1,2018-09-09 20:45:00
Kuwait,Oman,1,1,2018-09-09 19:00:00
Lebanon,Oman,0,0,2018-09-09 18:00:00
India,France,0,2,2018-09-09 17:00:00
Ireland,Wales,0,1,2018-09-09 16:00:00
Poland,Scotland,4,3,2018-09-09 15:00:00
Finland,Greece,0,0,2018-09-09 10:00:00
Israel,Hungary,3,1,2018-09-08 17:00:00
Romania,Cyprus,2,1,2018-09-08 17:00:00
Serbia,Montenegro,1,1,2018-09-08 17:00:00
Albania,Iceland,1,0,2018-09-08 16:00:00
Netherlands,Czech Republic,5,1,2018-09-08 16:00:00
Estonia,Belarus,1,0,2018-09-08 12:00:00
Croatia,Slovenia,3,2,2018-09-08 11:00:00
Argentina,Guatemala,3,0,2018-09-08 05:00:00
Mexico,Uruguay,1,4,2018-09-08 04:08:00
Ecuador,Jamaica,2,0,2018-09-08 02:05:00
United States,Brazil,0,2,2018-09-08 02:00:00
Venezuela,Colombia,1,2,2018-09-08 02:00:00
Scotland,Belgium,0,4,2018-09-07 20:45:00
Germany,Mexico,3,0,2018-09-07 19:00:00
Qatar,China,1,0,2018-09-07 18:00:00
Russia,Egypt,1,1,2018-09-07 17:00:00
Sweden,Austria,0,2,2018-09-07 17:00:00
Germany,Switzerland,2,2,2018-09-07 16:00:00
Northern Ireland,Slovakia,4,1,2018-09-07 15:00:00
Singapore,Mauritius,1,1,2018-09-07 13:30:00
South Korea,Costa Rica,2,0,2018-09-07 13:00:00
Austria,Sweden,2,0,2018-09-06 20:45:00
Netherlands,Peru,2,1,2018-09-06 20:45:00
Portugal,Croatia,1,1,2018-09-06 20:45:00
Montenegro,France,2,1,2018-09-06 19:30:00
Luxembourg,Northern Ireland,0,1,2018-09-06 19:00:00
Poland,Scotland,1,3,2018-09-06 19:00:00
Slovakia,Italy,3,0,2018-09-06 18:30:00
Bahrain,Philippines,1,1,2018-09-06 18:00:00
Jordan,Lebanon,0,1,2018-09-06 18:00:00
Trinidad and Tobago,United Arab Emirates,2,0,2018-09-06 18:00:00
Croatia,France,0,1,2018-09-06 17:00:00
Finland,Greece,1,0,2018-09-06 17:00:00
Montenegro,Israel,0,0,2018-09-06 17:00:00
Serbia,Hungary,0,1,2018-09-06 17:00:00
Slovenia,India,1,0,2018-09-06 17:00:00
Uzbekistan,Syria,1,1,2018-09-06 17:00:00
Estonia,Belarus,0,1,2018-09-06 16:30:00
Kyrgyzstan,Palestine,1,1,2018-09-06 16:00:00
Israel,Denmark,3,3,2018-09-06 09:00:00
Slovakia,Denmark,3,0,2018-09-05 20:45:00
Croatia,Russia,1,0,2018-09-05 20:00:00
Fiji,Solomon Islands,1,1,2018-09-05 09:00:00
Slovenia,France,3,3,2018-09-04 17:30:00
Israel,Denmark,2,0,2018-09-04 16:00:00
Ethiopia,Burundi,1,1,2018-09-02 15:00:00
Barbados,Cuba,0,2,2018-08-30 02:00:00
Bangladesh,Sri Lanka,0,1,2018-08-29 12:00:00
Barbados,Cuba,0,0,2018-08-27 01:00:00
Finland,Sweden,2,0,2018-08-23 16:30:00
Finland,Sweden,1,0,2018-08-21 17:30:00
Barbados,Jamaica,2,2,2018-08-21 02:00:00
Andorra,United Arab Emirates,0,0,2018-08-18 18:00:00
Guatemala,Cuba,1,0,2018-08-18 04:00:00
Grenada,Jamaica,1,5,2018-08-18 02:00:00
Guatemala,Cuba,3,0,2018-08-16 02:00:00
Moldova,Armenia,1,0,2018-08-15 18:00:00
Italy,Croatia,3,2,2018-08-14 18:00:00
Belize,Barbados,1,0,2018-08-05 03:00:00
Palestine,Iraq,0,3,2018-08-04 15:00:00
Latvia,Iceland,1,1,2018-07-21 10:00:00
Latvia,Iceland,0,2,2018-07-19 16:00:00
Sri Lanka,Lithuania,0,2,2018-07-11 15:00:00
Finland,Turkey,2,0,2018-07-05 16:00:00
Malaysia,Fiji,1,0,2018-07-05 14:45:00
Portugal,Czech Republic,2,1,2018-06-17 12:00:00
Portugal,Japan,0,1,2018-06-15 17:00:00
Norway,Czech Republic,1,1,2018-06-15 16:00:00
Slovakia,Belarus,4,2,2018-06-14 11:00:00
Portugal,Norway,3,0,2018-06-13 19:00:00
Czech Republic,Japan,0,1,2018-06-13 16:00:00
Poland,Lithuania,4,0,2018-06-12 18:00:00
Slovakia,Belarus,1,1,2018-06-12 17:00:00
Japan,Paraguay,4,2,2018-06-12 15:05:00
Belgium,Costa Rica,4,1,2018-06-11 20:45:00
South Korea,Senegal,0,2,2018-06-11 15:30:00
India,Kenya,2,0,2018-06-10 16:30:00
Austria,Brazil,0,3,2018-06-10 16:00:00
France,United States,1,1,2018-06-09 21:00:00
Spain,Tunisia,1,0,2018-06-09 20:45:00
Denmark,Mexico,2,0,2018-06-09 20:00:00
Sweden,Peru,0,0,2018-06-09 19:15:00
Estonia,Morocco,1,3,2018-06-09 18:00:00
Finland,Belarus,2,0,2018-06-09 18:00:00
Serbia,Bolivia,5,1,2018-06-09 18:00:00
Hungary,Australia,1,2,2018-06-09 17:30:00
Czech Republic,World,5,2,2018-06-09 17:00:00
Latvia,Azerbaijan,1,3,2018-06-09 17:00:00
Poland,Chile,2,2,2018-06-08 20:45:00
Germany,Saudi Arabia,2,1,2018-06-08 19:30:00
Albania,Belarus,1,1,2018-06-08 19:00:00
Switzerland,Japan,2,0,2018-06-08 19:00:00
Croatia,Senegal,2,1,2018-06-08 18:00:00
Azerbaijan,Hungary,3,3,2018-06-08 17:00:00
Iran,Lithuania,1,0,2018-06-08 17:00:00
Uruguay,Uzbekistan,3,0,2018-06-08 01:00:00
Iceland,Ghana,2,2,2018-06-07 22:00:00
Portugal,Algeria,3,0,2018-06-07 21:15:00
England,Costa Rica,2,0,2018-06-07 21:00:00
India,New Zealand,1,2,2018-06-07 16:30:00
Lithuania,Latvia,0,3,2018-06-07 16:00:00
South Korea,Bolivia,0,0,2018-06-07 14:10:00
Finland,Estonia,3,0,2018-06-07 12:00:00
Algeria,Egypt,0,1,2018-06-06 23:30:00
Belgium,Egypt,3,0,2018-06-06 20:45:00
Belarus,Hungary,1,1,2018-06-06 19:00:00
Norway,Panama,1,0,2018-06-06 19:00:00
Georgia,Wales,1,1,2018-06-06 18:00:00
Lithuania,Finland,2,1,2018-06-06 16:00:00
Czech Republic,Nigeria,1,0,2018-06-06 15:00:00
Estonia,Latvia,0,4,2018-06-06 12:00:00
Luxembourg,Georgia,1,0,2018-06-05 20:00:00
Romania,Finland,2,0,2018-06-05 19:30:00
Albania,Belarus,3,2,2018-06-05 19:00:00
Russia,Turkey,1,1,2018-06-05 18:00:00
Kazakhstan,Azerbaijan,3,0,2018-06-05 16:00:00
Italy,Netherlands,1,1,2018-06-04 20:45:00
Morocco,Slovakia,2,1,2018-06-04 20:00:00
Serbia,Chile,0,1,2018-06-04 20:00:00
Armenia,Moldova,0,0,2018-06-04 17:00:00
India,Kenya,3,0,2018-06-04 16:30:00
Finland,Montenegro,3,0,2018-06-04 13:00:00
Kazakhstan,Azerbaijan,1,1,2018-06-04 11:00:00
Barbados,Belize,0,0,2018-06-04 01:00:00
Spain,Switzerland,1,1,2018-06-03 21:00:00
